airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,19:15:00,860,1.0,No Info,7155
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,09:20:00,1610,1.0,No Info,14388
Multiple Carriers,2019-03-06,Delhi,Cochin,10:45:00,19:15:00,510,1.0,No Info,15077
Spicejet,2019-05-03,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Spicejet,2019-06-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,13029
Spicejet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,4812
Air India,2019-06-15,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,10231
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,No Info,22270
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344
Air India,2019-05-01,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6121
Air India,2019-06-24,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Indigo,2019-05-03,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3858
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1.0,No Info,15342
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Goair,2019-05-09,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,6591
Indigo,2019-05-06,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2.0,No Info,12609
Jet Airways,2019-05-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4030
Air Asia,2019-03-12,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,4384
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,11733
Jet Airways,2019-06-27,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Vistara,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Indigo,2019-03-03,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,7295
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14781
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,8586
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,15147
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Goair,2019-05-27,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5752
Indigo,2019-06-27,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,5883
Indigo,2019-05-27,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6104
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,12692
Indigo,2019-05-21,Delhi,Cochin,04:55:00,11:50:00,415,1.0,No Info,6794
Indigo,2019-03-27,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,8784
Jet Airways,2019-04-12,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Multiple Carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,385,1.0,No Info,36983
Multiple Carriers,2019-03-09,Delhi,Cochin,00:20:00,12:55:00,755,1.0,In-flight meal not included,18260
Multiple Carriers,2019-05-21,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,7485
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,20:40:00,1410,1.0,In-flight meal not included,10031
Air Asia,2019-03-06,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,8627
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,04:25:00,1325,2.0,No Info,12273
Multiple Carriers,2019-06-27,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Multiple Carriers,2019-05-21,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,9103
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,10262
Jet Airways,2019-05-01,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Indigo,2019-05-15,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,15:30:00,505,1.0,No Info,14486
Indigo,2019-05-15,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,04:25:00,1060,2.0,No Info,11093
Indigo,2019-04-06,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4174
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,20:45:00,855,1.0,In-flight meal not included,9663
Indigo,2019-03-09,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,6297
Air India,2019-06-27,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,21:20:00,860,1.0,In-flight meal not included,7832
Spicejet,2019-06-18,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Vistara,2019-06-01,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,4668
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,08:15:00,565,1.0,In-flight meal not included,11087
Indigo,2019-05-12,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,5000
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No Info,13067
Multiple Carriers,2019-03-09,Delhi,Cochin,06:50:00,19:15:00,745,1.0,In-flight meal not included,14817
Spicejet,2019-03-03,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No Info,6251
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,13377
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,12692
Air India,2019-03-21,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,8052
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,10844
Air India,2019-03-24,Kolkata,Banglore,20:30:00,23:15:00,1605,1.0,No Info,10808
Jet Airways,2019-05-09,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,3502
Vistara,2019-04-01,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,4851
Jet Airways,2019-06-24,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No Info,13014
Air India,2019-03-24,Kolkata,Banglore,09:25:00,01:20:00,955,2.0,No Info,11853
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,15129
Spicejet,2019-05-09,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,09:30:00,635,1.0,No Info,13817
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,05:05:00,1045,1.0,No Info,22270
Multiple Carriers,2019-03-09,Delhi,Cochin,07:05:00,22:20:00,915,1.0,No Info,6916
Multiple Carriers,2019-06-03,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,9736
Air India,2019-03-03,Banglore,New Delhi,06:55:00,13:20:00,385,1.0,No Info,10924
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No Info,9187
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,12121
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,In-flight meal not included,10844
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,11913
Air India,2019-06-18,Banglore,Delhi,17:00:00,19:50:00,170,0.0,No Info,6961
